"id","state_name","route_name","route_link","bus_name","bus_type","departing","duration","reaching","rating","price","availability"
"69","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","21:15","05h 05m","02:20","4.4","700.00","7"
"70","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Sonia Travels","A/C Semi Sleeper (2+2)","21:20","05h 10m","02:30","3.8","600.00","3"
"71","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Madhavi Travels","A/C Semi Sleeper (2+2)","21:30","04h 45m","02:15","4.4","599.00","7"
"72","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","UFO Bus","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","21:30","05h 15m","02:45","4.6","650.00","4"
"73","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Surya Connect","Volvo A/C Semi Sleeper (2+2)","22:00","04h 10m","02:10","4.0","580.00","3"
"74","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)","22:10","05h 25m","03:35","3.5","699.00","5"
"75","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Madhavi Travels","A/C Sleeper (2+1)","21:40","04h 55m","02:35","4.0","999.00","1"
"76","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)","23:30","05h 00m","04:30","2.8","1000.00","2"
"77","kerala","Ernakulam to Kozhikode","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","EMERALD TRAVELS","A/C Semi Sleeper (2+2)","00:40","03h 45m","04:25","2.8","1000.00","1"
"78","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","SAAM BUS","Volvo A/C Semi Sleeper (2+2)","20:30","07h 30m","04:00","4.3","750.00","1"
"79","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","SAAM BUS","VE A/C Sleeper (2+1)","20:30","07h 30m","04:00","4.3","950.00","3"
"80","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","National travels and logistics","NON A/C Sleeper (2+1)","20:45","07h 15m","04:00","3.3","899.00","8"
"81","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Suraj Holidays","NON AC Seater / Sleeper 2+1","21:00","06h 00m","03:00","3.9","1000.00","6"
"82","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","SKS Tours & Travels","A/C Sleeper (2+1)","21:00","07h 00m","04:00","4.0","1299.00","17"
"83","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","National travels and logistics","A/C Sleeper (2+1)","21:00","06h 15m","03:15","3.3","1050.00","11"
"84","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Sam Tourist","NON AC Seater / Sleeper 2+1","21:00","07h 00m","04:00","3.1","999.00","3"
"85","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","NS Transports","VE A/C Sleeper (2+1)","21:15","06h 15m","03:30","4.2","1249.00","3"
"86","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","21:15","07h 15m","04:30","3.3","1000.00","4"
"87","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","21:30","07h 15m","04:45","3.6","1599.00","3"
"88","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","DA Transports","A/C Sleeper (2+1)","21:50","06h 40m","04:30","3.6","1063.00","2"
"89","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Suraj Holidays","VE A/C Sleeper (2+1)","22:00","07h 00m","05:00","4.8","1300.00","11"
"90","kerala","Kozhikode to Mysore","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","DA Transports","A/C Sleeper (2+1)","22:00","06h 40m","04:40","3.6","1109.00","5"
"91","kerala","Kozhikode to Thiruvananthapuram","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","A1 Travels","NON A/C Semi Sleeper (2+2)","21:00","09h 00m","06:00","3.7","600.00","2"
"92","kerala","Kozhikode to Thiruvananthapuram","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Madhavi Travels","Volvo A/C Semi Sleeper (2+2)","23:30","08h 00m","07:30","3.3","999.00","1"
"93","kerala","Kozhikode to Thiruvananthapuram","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Galaxy Tours","2+1 Air Suspension A/C Seater / Sleeper","21:45","08h 45m","06:30","2.9","800.00","2"
"94","kerala","Kozhikode to Thiruvananthapuram","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","KP Travels","Volvo AC Seater Pushback 2+2","23:00","07h 30m","06:30","2.9","1999.00","1"
"95","kerala","Kozhikode to Thiruvananthapuram","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","EMERALD TRAVELS","A/C Semi Sleeper (2+2)","23:00","07h 30m","06:30","2.2","1100.00","8"
"96","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","DLT BUS","A/C Sleeper (2+1)","22:30","07h 00m","05:30","4.2","899.00","6"
"97","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","23:00","08h 20m","07:20","4.6","599.00","13"
"98","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","MMK Travels","VE A/C Seater / Sleeper (2+1)","22:30","07h 00m","05:30","4.4","700.00","12"
"99","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","Suraj Holidays","VE A/C Sleeper (2+1)","22:30","07h 45m","06:15","4.7","1050.00","7"
"100","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","23:00","08h 30m","07:30","3.9","599.00","19"
"101","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","DLT BUS","A/C Sleeper (2+1)","22:30","06h 50m","05:20","4.4","899.00","5"
"102","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","Silver Line Travels","NON A/C Semi Sleeper (2+2)","22:00","06h 20m","04:20","4.5","599.00","30"
"103","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","MMK Travels","VE A/C Seater / Sleeper (2+1)","22:30","07h 15m","05:45","3.9","700.00","12"
"104","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","Suraj Holidays","VE A/C Sleeper (2+1)","22:30","07h 45m","06:15","4.3","1050.00","7"
"105","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","A1 Travels","Non A/C Seater / Sleeper (2+1)","21:00","08h 00m","05:00","3.6","600.00","16"
"106","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","21:00","08h 15m","05:15","4.5","699.00","34"
"107","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","SKS Tourist Corporation (REGD)","Non A/C Seater / Sleeper (2+1)","21:15","07h 10m","04:25","4.2","849.00","17"
"108","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","21:00","07h 45m","04:45","2.6","899.00","3"
"109","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","P K Travels","A/C Seater/Sleeper (2+1)","21:30","06h 30m","04:00","3.8","750.00","24"
"110","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","20:00","08h 30m","04:30","3.6","700.00","21"
"111","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","SKS Tourist Corporation (REGD)","Non A/C Seater / Sleeper (2+1)","21:15","07h 05m","04:20","3.2","849.00","17"
"112","kerala","Bangalore to Kalpetta (kerala)","https://www.redbus.in/bus-tickets/bangalore-to-kalpetta","SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","21:00","07h 20m","04:20","3.2","899.00","3"
"113","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","A1 Travels","Bharat Benz A/C Sleeper (2+1)","18:45","04h 45m","23:30","3.3","500.00","20"
"114","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","Suraj Holidays","NON AC Seater / Sleeper 2+1","23:00","07h 00m","06:00","4.3","700.00","14"
"115","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","NS Transports","Non A/C Seater / Sleeper (2+1)","00:10","06h 00m","06:10","4.2","699.00","9"
"116","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","NS Transports","Non A/C Seater / Sleeper (2+1)","00:30","06h 00m","06:30","4.2","800.00","4"
"117","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","NS Transports","NON A/C Sleeper (2+1)","00:30","07h 00m","07:30","4.2","799.00","8"
"118","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","National travels and logistics","NON A/C Sleeper (2+1)","00:40","05h 50m","06:30","3.5","699.00","7"
"119","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","Sam Tourist","NON AC Seater / Sleeper 2+1","00:45","06h 20m","07:05","4.0","599.00","16"
"120","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","SKS Tours & Travels","A/C Sleeper (2+1)","23:50","05h 50m","05:40","3.6","899.00","4"
"121","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","23:55","05h 35m","05:30","3.6","899.00","3"
"122","kerala","Mysore to Kozhikode","https://www.redbus.in/bus-tickets/mysore-to-kozhikode","NS Transports","VE A/C Sleeper (2+1)","00:45","06h 45m","07:30","4.2","1100.00","4"
"123","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","KSRTC (Kerala) - 1353","Super Express Non AC Seater Air Bus (2+2)","22:00","07h 10m","05:10","3.4","935.00","2"
"124","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","MMK Travels","VE A/C Seater / Sleeper (2+1)","23:45","06h 15m","06:00","4.4","999.00","2"
"125","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","DLT BUS","A/C Sleeper (2+1)","23:45","06h 45m","06:30","4.1","1199.00","12"
"126","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","Silver Line Travels","NON A/C Semi Sleeper (2+2)","22:45","07h 00m","05:45","4.3","899.00","1"
"127","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","MMK Travels","VE A/C Seater / Sleeper (2+1)","23:45","06h 15m","06:00","4.4","999.00","2"
"128","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","Suraj Holidays","VE A/C Sleeper (2+1)","23:58","07h 17m","07:15","3.8","1300.00","11"
"129","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","23:30","07h 45m","07:15","4.0","1249.00","8"
"130","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","23:50","06h 40m","06:30","3.3","1599.00","3"
"131","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","22:30","07h 30m","06:00","3.6","899.00","5"
"132","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","SKS Tourist Corporation (REGD)","Non A/C Seater / Sleeper (2+1)","23:45","05h 45m","05:30","4.7","999.00","2"
"133","kerala","Kalpetta (kerala) to Bangalore","https://www.redbus.in/bus-tickets/kalpetta-to-bangalore","DLT BUS","A/C Sleeper (2+1)","23:59","06h 31m","06:30","3.8","1199.00","12"
